AB012070.1	𝜷.1
KJ752451.1	𝜷.35.1
LC026103.1	𝜷.35.1
JX271006.1	𝜷.35.1
JF421980.1	𝜷.35.1
KM660401.1	𝜷.35.1
EF672609.1	𝜷.35.2
JF793942.1	𝜷.35.3
AJ487832.1	𝜷.36
EF554109.1	𝜷.36
FJ598310.1	𝜷.36
AJ488586.1	𝜷.37
AJ488587.1	𝜷.38
ON464740.1	𝜷.38
AJ491179.1	𝜷.39
M86832.1	𝜷.40
AX348187.1	𝜷.40
M86833.1	𝜷.40
LC591072.1	𝜷.41.1
LC591028.1	𝜷.41.1
LC499682.1	𝜷.41.1
LC499691.1	𝜷.41.1
LC499676.1	𝜷.41.1
LC499681.1	𝜷.41.1
LC591026.1	𝜷.41.1
LC591084.1	𝜷.41.1
LC591015.1	𝜷.41.1
LC591050.1	𝜷.41.1
LC499696.1	𝜷.41.1
LC499685.1	𝜷.41.1
LC499661.1	𝜷.41.1
LC591052.1	𝜷.41.1
LC499669.1	𝜷.41.1
LC499664.1	𝜷.41.1
LC499674.1	𝜷.41.1
LC591086.1	𝜷.41.1
LC499683.1	𝜷.41.1
LC591024.1	𝜷.41.1
LC591060.1	𝜷.41.1
LC499686.1	𝜷.41.1
LC591008.1	𝜷.41.1
LC591100.1	𝜷.41.1
LC591056.1	𝜷.41.1
LC591070.1	𝜷.41.1
LC499693.1	𝜷.41.1
OM084837.1	𝜷.41.2
OM084827.1	𝜷.41.2
OM084840.1	𝜷.41.2
MN928484.1	𝜷.41.2
OM084833.1	𝜷.41.2
MN928490.1	𝜷.41.2
OM084843.1	𝜷.41.2
OM084813.1	𝜷.41.2
FJ206066.1	𝜷.41.2
OM084835.1	𝜷.41.2
OM084838.1	𝜷.41.2
OM084825.1	𝜷.41.2
FJ206034.1	𝜷.41.2
MN928483.1	𝜷.41.2
OM084815.1	𝜷.41.2
MN928489.1	𝜷.41.2
OQ807045.1	𝜷.41.2
OM084841.1	𝜷.41.2
OM780068.1	𝜷.41.2
OM212044.1	𝜷.41.2
MZ420184.1	𝜷.41.2
OM084834.1	𝜷.41.2
OM084817.1	𝜷.41.2
KJ584865.1	𝜷.41.3
KF729662.1	𝜷.41.3
KC443372.1	𝜷.41.3
KC895774.1	𝜷.41.3
KT919453.1	𝜷.41.3
KC895773.1	𝜷.41.3
MN478567.1	𝜷.41.3
KC895770.1	𝜷.41.3
MN649677.1	𝜷.41.3
KC895769.1	𝜷.41.3
DQ631821.1	𝜷.41.3
KF729660.1	𝜷.41.3
DQ640025.1	𝜷.41.3
KC895766.1	𝜷.41.3
KC895754.1	𝜷.41.3
OM643804.1	𝜷.41.3
DQ631824.1	𝜷.41.3
MF168377.1	𝜷.41.3
KC895760.1	𝜷.41.3
OK651102.1	𝜷.41.3
MT240637.1	𝜷.41.3
GU565046.1	𝜷.41.3
DQ631825.1	𝜷.41.3
KC895772.1	𝜷.41.3
KC895758.1	𝜷.41.3
KC895764.1	𝜷.41.3
EU143711.1	𝜷.41.3
KJ482514.1	𝜷.41.3
AY050272.1	𝜷.41.3
KF729663.1	𝜷.41.3
MT240633.1	𝜷.41.3
KC895782.1	𝜷.41.3
KC895753.1	𝜷.41.3
KC895757.1	𝜷.41.3
KC895771.1	𝜷.41.3
MT240636.1	𝜷.41.3
MN649686.1	𝜷.41.3
JF693034.1	𝜷.41.3
MN649692.1	𝜷.41.3
KC895776.1	𝜷.41.3
KC895755.1	𝜷.41.3
KC895767.1	𝜷.41.3
MT240634.1	𝜷.41.3
DQ631823.1	𝜷.41.3
DQ195152.1	𝜷.41.3
KC895763.1	𝜷.41.3
KC895759.1	𝜷.41.3
MN649711.1	𝜷.41.3
KC895768.1	𝜷.41.3
MW771129.1	𝜷.41.4
KJ752067.1	𝜷.41.4
MW771118.1	𝜷.41.4
MF940663.1	𝜷.41.5
JX470523.1	𝜷.41.5
FJ206095.1	𝜷.41.5
MF940664.1	𝜷.41.5
LC591080.1	𝜷.41.5
MF940667.1	𝜷.41.5
U53924.1	𝜷.41.5
MF940665.1	𝜷.41.5
MZ420182.1	𝜷.41.5
LC591074.1	𝜷.41.5
LC591038.1	𝜷.41.5
LC591034.1	𝜷.41.5
OM084818.1	𝜷.41.5
HE646646.1	𝜷.41.6
MN067460.1	𝜷.41.6
JN831214.1	𝜷.41.7
KF636261.1	𝜷.41.7
GQ352362.1	𝜷.41.8
HE646643.1	𝜷.41.9
M63266.1	𝜷.41.10
GQ433984.1	𝜷.41.11
X00896.1	𝜷.41.12
JF990836.1	𝜷.41.12
MT025310.1	𝜷.41.12
M64680.1	𝜷.41.13
GQ352364.1	𝜷.41.13
FJ217205.1	𝜷.41.14
U15000.1	𝜷.41.15
LC591093.1	𝜷.41.16
MG452916.1	𝜷.41.17
U62154.1	𝜷.41.18
KC815663.1	𝜷.41.19
OL988946.1	𝜷.41.19
OL988970.1	𝜷.41.19
JQ943578.1	𝜷.41.20
MG452877.1	𝜷.41.21
ON504857.1	𝜷.41.22
MG452882.1	𝜷.41.23
DQ631816.1	𝜷.42.1
MN649726.1	𝜷.42.1
DQ631814.1	𝜷.42.1
MN649679.1	𝜷.42.1
MH720288.1	𝜷.42.1
KC895783.1	𝜷.42.1
KC895785.1	𝜷.42.1
KC895790.1	𝜷.42.1
MN649719.1	𝜷.42.1
KC895788.1	𝜷.42.1
KC895781.1	𝜷.42.1
KC895778.1	𝜷.42.1
KC895793.1	𝜷.42.1
MN649730.1	𝜷.42.1
KC895789.1	𝜷.42.1
KC895780.1	𝜷.42.1
DQ631815.1	𝜷.42.1
KC895777.1	𝜷.42.1
MN649675.1	𝜷.42.1
KC895779.1	𝜷.42.1
KC895775.1	𝜷.42.1
HQ714480.1	𝜷.42.2
HQ315856.1	𝜷.42.2
AY281360.1	𝜷.42.2
KC488890.1	𝜷.42.2
MT437741.1	𝜷.42.3
DQ631817.1	𝜷.42.4
KC895784.1	𝜷.42.5
AY707792.1	𝜷.43
EU791924.1	𝜷.43
KC895800.1	𝜷.44.1
KC895802.1	𝜷.44.1
KC895803.1	𝜷.44.1
KC895801.1	𝜷.44.1
KC895796.1	𝜷.44.2
AY855063.1	𝜷.44.2
KC895798.1	𝜷.44.2
KC895809.1	𝜷.44.3
KC895808.1	𝜷.44.3
KC895806.1	𝜷.44.3
KC895805.1	𝜷.44.4
MZ913001.1	𝜷.45.1
LC590998.1	𝜷.45.1
JX470520.1	𝜷.45.1
LC591012.1	𝜷.45.1
LC499663.1	𝜷.45.1
OL989018.1	𝜷.45.1
OM084823.1	𝜷.45.1
OL988934.1	𝜷.45.1
U50332.1	𝜷.45.1
LC499666.1	𝜷.45.1
LC591006.1	𝜷.45.1
LC499675.1	𝜷.45.1
LC591004.1	𝜷.45.1
LC499671.1	𝜷.45.1
LC055552.1	𝜷.45.1
OL988922.1	𝜷.45.1
JX470521.1	𝜷.45.1
KP752882.1	𝜷.45.1
LC499662.1	𝜷.45.1
LC553611.1	𝜷.45.1
LC499702.1	𝜷.45.1
KJ753685.1	𝜷.45.1
LC499670.1	𝜷.45.1
HQ315855.1	𝜷.45.1
MW771195.1	𝜷.45.1
D12710.1	𝜷.45.2
JX470516.1	𝜷.45.2
U14997.1	𝜷.45.3
D86273.1	𝜷.46
D86276.1	𝜷.47.1
D86274.1	𝜷.47.2
D86277.1	𝜷.48
LC377485.1	𝜷.49.1
DQ204743.1	𝜷.49.2
DQ478579.1	𝜷.50.1
OK539646.1	𝜷.50.2
EU541405.1	𝜷.51.1
MF940720.1	𝜷.51.1
MF940721.1	𝜷.51.1
MW725568.1	𝜷.51.1
MF940718.1	𝜷.51.1
EU541404.1	𝜷.51.1
MT066207.1	𝜷.51.1
JX971574.1	𝜷.51.1
DQ494394.1	𝜷.51.1
MF940719.1	𝜷.51.1
DQ494393.1	𝜷.51.1
MH399892.1	𝜷.51.1
MF940722.1	𝜷.51.1
MH308727.1	𝜷.51.2
MT271025.1	𝜷.51.3
JX498961.1	𝜷.51.3
JX498960.1	𝜷.51.3
KP057832.1	𝜷.51.4
KY053148.1	𝜷.51.5
MN862167.1	𝜷.51.6
KT727252.1	𝜷.52
DQ515961.1	𝜷.52
GQ229049.1	𝜷.53.1
DQ683521.1	𝜷.53.2
OQ607634.1	𝜷.53.3
KX363404.1	𝜷.53.3
MG781046.1	𝜷.53.3
MG781057.1	𝜷.53.3
EF544998.1	𝜷.53.3
LC569885.1	𝜷.53.3
OQ607630.1	𝜷.53.3
KF447855.1	𝜷.53.3
OQ607632.1	𝜷.53.3
KX363415.1	𝜷.53.3
OQ607631.1	𝜷.53.3
KX363437.1	𝜷.53.3
OQ607633.1	𝜷.53.3
MK227877.1	𝜷.53.4
MK227878.1	𝜷.53.4
MK227876.1	𝜷.53.4
KP222851.1	𝜷.53.5
MT876642.1	𝜷.53.5
KF726066.1	𝜷.53.6
GQ229048.1	𝜷.53.7
MT633154.1	𝜷.54
KC870012.1	𝜷.54
GQ414545.1	𝜷.54
DQ995179.1	𝜷.54
MT633157.1	𝜷.54
MT232606.1	𝜷.54
KC870004.1	𝜷.54
MT232584.1	𝜷.54
MT633155.1	𝜷.54
EF159575.1	𝜷.55.1
EF077484.1	𝜷.55.1
KY021144.1	𝜷.55.2
KX363383.1	𝜷.55.3
KY021145.1	𝜷.55.4
EF159576.1	𝜷.55.5
JX442766.1	𝜷.56.1
JX442784.1	𝜷.56.1
JN638724.1	𝜷.56.1
JX442777.1	𝜷.56.1
MN066877.1	𝜷.56.2
HM591496.1	𝜷.56.3
JX040424.1	𝜷.56.4
EU311196.1	𝜷.56.5
EF199501.1	𝜷.56.6
EU311193.1	𝜷.56.6
EF200563.1	𝜷.57
EF200560.1	𝜷.57
MH769731.1	𝜷.57
JF990825.1	𝜷.58.1
EF672588.1	𝜷.58.1
L79916.1	𝜷.58.1
JX103957.1	𝜷.58.2
EU153554.1	𝜷.59
FJ347116.1	𝜷.60
FJ492832.1	𝜷.61
FJ598309.1	𝜷.62
GQ433989.1	𝜷.63
GU188284.1	𝜷.64.1
OP886878.1	𝜷.64.2
GU937889.1	𝜷.65
GU937882.1	𝜷.65
LC668640.1	𝜷.66.1
LC386070.1	𝜷.66.1
LC668626.1	𝜷.66.1
OQ266344.1	𝜷.66.1
LC668631.1	𝜷.66.1
LC668645.1	𝜷.66.1
LC169923.1	𝜷.66.1
OM339148.1	𝜷.66.1
LC311230.1	𝜷.66.1
LC668644.1	𝜷.66.1
ON456079.1	𝜷.66.1
LC074747.1	𝜷.66.1
LC668630.1	𝜷.66.1
LC477362.1	𝜷.66.1
LC169934.1	𝜷.66.1
MZ407481.1	𝜷.66.1
MN166832.1	𝜷.66.1
LC103083.1	𝜷.66.1
ON206936.1	𝜷.66.1
OM339147.1	𝜷.66.1
MN921193.1	𝜷.66.1
LC668636.1	𝜷.66.1
LC668625.1	𝜷.66.1
ON135461.1	𝜷.66.1
LC668635.1	𝜷.66.1
LC569524.1	𝜷.66.1
MT410489.1	𝜷.66.1
JX442786.1	𝜷.66.1
OP850509.1	𝜷.66.1
MN058751.1	𝜷.66.1
MN401293.1	𝜷.66.1
LC668624.1	𝜷.66.1
LC668634.1	𝜷.66.1
OM339145.1	𝜷.66.1
LC568904.1	𝜷.66.1
OP850511.1	𝜷.66.1
LC538287.1	𝜷.66.1
LC102917.1	𝜷.66.1
LC074743.1	𝜷.66.1
MT410478.1	𝜷.66.1
LC546075.1	𝜷.66.1
LC668620.1	𝜷.66.1
LC103080.1	𝜷.66.1
LC169945.1	𝜷.66.1
MN166833.1	𝜷.66.1
LC668641.1	𝜷.66.1
LC668621.1	𝜷.66.1
OK349194.1	𝜷.66.1
LC074748.1	𝜷.66.1
MN166824.1	𝜷.66.1
OP850512.1	𝜷.66.1
MN783355.1	𝜷.66.1
ON206944.1	𝜷.66.1
OP850513.1	𝜷.66.1
MN058740.1	𝜷.66.1
OK349183.1	𝜷.66.1
LC169846.1	𝜷.66.1
LC569520.1	𝜷.66.1
OM339146.1	𝜷.66.1
LC568871.1	𝜷.66.1
MT723911.1	𝜷.66.1
LC668637.1	𝜷.66.1
LC169956.1	𝜷.66.1
MN058762.1	𝜷.66.1
GU984762.1	𝜷.66.1
MZ407459.1	𝜷.66.1
MT410500.1	𝜷.66.1
LC074731.1	𝜷.66.1
LC169868.1	𝜷.66.1
KX931945.1	𝜷.66.1
LC102884.1	𝜷.66.1
MT732503.1	𝜷.66.1
MN401299.1	𝜷.66.1
OP487486.1	𝜷.66.1
JX156636.1	𝜷.66.1
LC668622.1	𝜷.66.1
LC668632.1	𝜷.66.1
LC668639.1	𝜷.66.1
MT732514.1	𝜷.66.1
MT382019.1	𝜷.66.2
GU984761.1	𝜷.66.2
MN429079.1	𝜷.66.3
LC133519.1	𝜷.66.4
LC133530.1	𝜷.66.4
OR205867.1	𝜷.66.5
HM627558.1	𝜷.67
HQ537527.2	𝜷.68
HQ665463.1	𝜷.69
JQ423907.1	𝜷.69
HQ665466.1	𝜷.69
MT796862.1	𝜷.69
HQ834201.1	𝜷.70
KR086412.1	𝜷.71
JF712560.1	𝜷.71
LC333807.1	𝜷.72.1
MH769710.1	𝜷.72.1
JF896470.1	𝜷.72.1
V01190.1	𝜷.72.1
ON500507.1	𝜷.72.1
NC_011503.2	𝜷.72.1
MH769718.1	𝜷.72.2
JN699034.1	𝜷.73
JX008866.1	𝜷.74
KF649188.1	𝜷.75.1
MT025291.1	𝜷.75.2
MN433622.1	𝜷.75.2
KU597744.1	𝜷.75.3
JX036370.1	𝜷.75.4
KX814953.1	𝜷.75.5
MT211949.1	𝜷.75.6
JX498955.1	𝜷.76
JX498962.1	𝜷.77
JX498964.1	𝜷.78
JX498965.1	𝜷.79
JX498966.1	𝜷.80.1
MZ643405.1	𝜷.80.2
OQ607627.1	𝜷.80.3
JX498968.1	𝜷.81.1
LC095877.1	𝜷.81.2
JX567752.1	𝜷.82
KT310238.1	𝜷.83.1
MG407650.1	𝜷.83.2
KY634819.1	𝜷.83.2
KY021153.1	𝜷.83.3
KY021152.1	𝜷.83.3
KC292205.1	𝜷.83.4
KC443034.1	𝜷.84
KC713876.2	𝜷.85
KF360216.1	𝜷.86
KF360220.1	𝜷.86
KF360217.1	𝜷.86
KF185108.1	𝜷.86
KF305320.1	𝜷.87
KF305321.1	𝜷.88
KF541286.1	𝜷.89
KT250942.1	𝜷.90.1
OK651104.1	𝜷.90.2
KF690130.1	𝜷.90.2
OK651105.1	𝜷.90.2
MN203548.1	𝜷.91.1
OQ440196.1	𝜷.91.2
OQ440211.1	𝜷.91.3
KF835932.1	𝜷.91.3
KF835934.1	𝜷.91.3
OQ440159.1	𝜷.91.4
KU887645.1	𝜷.91.5
OQ440185.1	𝜷.91.6
KJ482510.1	𝜷.92.1
KJ482511.1	𝜷.92.2
KP752773.1	𝜷.93.1
KP752860.1	𝜷.93.2
KJ752491.1	𝜷.93.2
KP752772.1	𝜷.93.2
KJ753141.1	𝜷.93.3
KP752927.1	𝜷.93.4
KJ753495.1	𝜷.94
KJ753644.1	𝜷.95
KM820730.1	𝜷.96.1
MZ643379.1	𝜷.96.2
MN203550.1	𝜷.96.3
MN203552.1	𝜷.96.3
MN203553.1	𝜷.96.3
MN203551.1	𝜷.96.3
KP836292.1	𝜷.96.4
LC081151.1	𝜷.97.1
KM820736.1	𝜷.97.2
KP057833.1	𝜷.98
KT007761.1	𝜷.99
KU128897.1	𝜷.100
MT234364.1	𝜷.100
KU243692.1	𝜷.101
KU243688.1	𝜷.101
KU714449.1	𝜷.102
MK227847.1	𝜷.103.1
MK227840.1	𝜷.103.2
KU740000.1	𝜷.103.3
KU739974.1	𝜷.103.4
MK227855.1	𝜷.103.5
MK227884.1	𝜷.103.6
KU740011.1	𝜷.103.7
MK227860.1	𝜷.103.8
KU887646.1	𝜷.104
KU887647.1	𝜷.105
MN862277.1	𝜷.106.1
KU954409.1	𝜷.106.2
KX268781.1	𝜷.107
KX420946.1	𝜷.108
KX655445.1	𝜷.109
KX814921.1	𝜷.110
KX814932.1	𝜷.111
KY055421.1	𝜷.112
KY972333.1	𝜷.113
MK302439.1	𝜷.114
L14072.1	𝜷.114
LC482505.1	𝜷.115
MN478563.1	𝜷.115
M58290.1	𝜷.115
LC704661.1	𝜷.116
LC704650.1	𝜷.116
LC727730.1	𝜷.117.1
U14999.1	𝜷.117.2
MH238325.1	𝜷.118
MH238315.1	𝜷.118
MH238330.1	𝜷.119
MH238335.1	𝜷.120
MK227832.1	𝜷.121
MK227833.1	𝜷.121
MK227835.1	𝜷.122
MK227837.1	𝜷.122
MK227836.1	𝜷.122
MK227838.1	𝜷.122
MK227848.1	𝜷.123
MK227846.1	𝜷.123
MK227849.1	𝜷.124
MK227852.1	𝜷.125
MK227866.1	𝜷.126.1
MK227859.1	𝜷.126.1
MK227861.1	𝜷.126.1
MK227867.1	𝜷.126.1
MK227864.1	𝜷.126.1
MK227882.1	𝜷.126.2
MK227875.1	𝜷.127.1
MK227862.1	𝜷.127.1
MN862170.1	𝜷.127.2
MN862169.1	𝜷.127.2
MN862171.1	𝜷.127.2
MK227870.1	𝜷.128
MK227869.1	𝜷.128
MK227868.1	𝜷.128
MK227871.1	𝜷.128
MK272935.1	𝜷.129
MK272934.1	𝜷.129
MK272933.1	𝜷.129
MK283688.1	𝜷.130
MK283689.1	𝜷.131
MW254152.1	𝜷.132.1
MN928493.1	𝜷.132.2
MN928491.1	𝜷.132.2
MN928495.1	𝜷.132.2
MK638875.1	𝜷.132.2
MW254153.1	𝜷.132.3
MW254154.1	𝜷.132.4
MK751437.1	𝜷.133
MN203538.1	𝜷.134
MN203541.1	𝜷.134
MN203543.1	𝜷.135
MN203546.1	𝜷.136
MN203557.1	𝜷.137
MN203558.1	𝜷.137
MN528080.1	𝜷.138
MN477241.1	𝜷.138
MN528107.1	𝜷.138
MN478529.1	𝜷.139
MN556674.1	𝜷.140
MN862118.1	𝜷.141.1
MN862093.1	𝜷.141.1
MN862103.1	𝜷.141.1
MN862113.1	𝜷.141.2
MN862168.1	𝜷.142
MN862273.1	𝜷.143
MN862275.1	𝜷.144.1
MN862279.1	𝜷.144.2
MN862276.1	𝜷.144.3
MN862274.1	𝜷.144.4
OQ291257.1	𝜷.144.5
MT025916.1	𝜷.145
MT163179.1	𝜷.146
MT382021.1	𝜷.147
MT382022.1	𝜷.148
MT382023.1	𝜷.148
MT784830.1	𝜷.149
MW254148.1	𝜷.150
MW254149.1	𝜷.151
MW752846.1	𝜷.152
MZ643370.1	𝜷.153.1
MZ643372.1	𝜷.153.1
MZ643368.1	𝜷.153.1
MZ643355.1	𝜷.153.2
MZ643354.1	𝜷.153.2
MZ643381.1	𝜷.154
MZ913002.1	𝜷.155
OK651103.1	𝜷.156
OL989006.1	𝜷.157
OM366144.1	𝜷.158
OM982778.1	𝜷.159
OM982822.1	𝜷.160
ON059893.1	𝜷.161
ON059895.1	𝜷.161
ON059890.1	𝜷.161
ON059894.1	𝜷.161
ON059854.1	𝜷.161
ON221576.1	𝜷.162
OP680456.1	𝜷.163
OP971580.1	𝜷.164
OQ440207.1	𝜷.165
OQ440235.1	𝜷.166
OQ440222.1	𝜷.166
OQ607626.1	𝜷.167
OQ607628.1	𝜷.168
OR192603.1	𝜷.169
OR192583.1	𝜷.169
OR192608.1	𝜷.170
OR205672.1	𝜷.171
OR514136.1	𝜷.172
X63156.1	𝜷.173
